name,address,nation,hhid,industry,sic_code,type,est_of_ownership
servizi in rete 2001 srl,"via leopoldo serra 32, roma, 00153, roma, italy",it09251361003,h-it0075759675,services,business services  7389 ,corporation,1988
cosulich international srl,"ponte francesco morosini 41, genova, 16126, genova, italy",it01764000996,h-it0020978235,"finance, insurance, and real estate",holding company  6719 ,corporation,2007
fratelli cosulich spa,"via dante alighieri 5, trieste, 34122, trieste, italy",it00051020329,h-it0010655727,"transportation, communications, electric, gas, and sanitary services",water freight transportation  4449 ,corporation,1948
dolomiti energia trading spa,"via fersina 23, trento, 38123, trento, italy",it03027910235,h-it0075537567,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,2000
ferrero commerciale italia srl,"piazzale pietro ferrero 1, alba, 12051, cuneo, italy",it03629090048,h-it0048640867,wholesale trade,whol confectionery  5145 ,corporation,2015
arcelormittal commercial italy srl,"zona industriale snc, luogosano, 83040, avellino, italy",it00947260154,h-it0039603474,wholesale trade,metals service center  5051 ,corporation,1971
arval service lease italia spa,"via delle sette regole 21, scandicci, 50018, firenze, italy",it04911190488,h-it0075579588,services,passenger car rental  7514 ,corporation,1995
reti televisive italiane spa,"viale europa 44/46 48, cologno monzese, 20093, milano, italy",it03976881007,h-it0029655471,"transportation, communications, electric, gas, and sanitary services",radio broadcast station  4832 ,corporation,1983
caltagirone spa,"via barberini 28, roma, 00187, roma, italy",it00891131005,h-it0008049726,"finance, insurance, and real estate",holding company  6719 ,corporation,1908
nexi payments spa,"corso sempione 55, milano, 20149, milano, italy",it04107060966,h-it0074072633,"finance, insurance, and real estate",misc business credit institutions  6159 ,corporation,1985
unicomm srl,"via adele bei 340, cesena, 47522, forli'-cesena, italy",it01274580248,h-it0012575569,retail trade,ret mail-order house  5961 ,corporation,1980
hdi assicurazioni spa,"piazza guglielmo marconi 25, roma, 00144, roma, italy",it04349061004,h-it0069832633,"finance, insurance, and real estate",insurance carrier  6399 ,corporation,1927
iper montebello spa,"via marco ulpio traiano 57, milano, 20149, milano, italy",it03585750155,h-it0013955748,retail trade,ret groceries  5411 ,corporation,1963
egea ente gestione energia e ambiente spa,"via vivaro 2, alba, 12051, cuneo, italy",it01817090044,h-it0016323181,"finance, insurance, and real estate",holding company  6719 ,corporation,1924
sdf spa,"viale francesco cassani 14, treviglio, 24047, bergamo, italy",it00215890161,h-it0008057494,"finance, insurance, and real estate",holding company  6719 ,corporation,1927
reply spa,"via cardinale guglielmo massaia 83, torino, 10147, torino, italy",it08013390011,h-it0051305976,services,custom computer programming  7371 ,corporation,1997
sdf holding spa,"via xx settembre 58/c, bergamo, 24122, bergamo, italy",it04261470167,h-it0058547967,"finance, insurance, and real estate",holding company  6719 ,corporation,2017
compagnia siderurgica italiana srl,"zona industriale, osoppo, 33010, udine, italy",it02448660304,h-it0024431869,"finance, insurance, and real estate",holding company  6719 ,corporation,2006
finfer spa,"zona industriale snc, osoppo, 33010, udine, italy",it00490250305,h-it0047159456,"finance, insurance, and real estate",holding company  6719 ,corporation,1977
credemvita spa,"via luigi sani 1, reggio emilia, 42121, reggio emilia, italy",it01437550351,h-it0072039167,"finance, insurance, and real estate",life insurance carrier  6311 ,corporation,1990
ge italia holding srl,"via i maggio 99, rivalta di torino, 10040, torino, italy",it12061090010,h-it0065323149,"finance, insurance, and real estate",holding company  6719 ,corporation,2019
alperia smart services srl,"via dodiciville 8, bolzano, 39100, bolzano, italy",it01745520211,h-it0069572062,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,1999
ovs spa,"via terraglio 17, venezia, 30174, venezia, italy",it04240010274,h-it0042059909,retail trade,ret misc general merchandise  5399 ,corporation,2014
candy hoover group srl,"via eden fumagalli, brugherio, 20861, monza e brianza, italy",it00786860965,h-it0012031763,manufacturing,mfg electric housewares/fans  3634 ,corporation,1945
francesco spa,"via del rio 400, cesena, 47522, forli'-cesena, italy",it03724250406,h-it0004677358,"finance, insurance, and real estate",holding company  6719 ,corporation,2008
amadori spa,"piazza borromeo 14, milano, 20123, milano, italy",it10139280969,h-it0058696008,"finance, insurance, and real estate",holding company  6719 ,corporation,2017
cooperativa esercenti farmacia soc coop a rl,"via achille grandi 18, brescia, 25125, brescia, italy",it00272680174,h-it0034820485,wholesale trade,whol drugs/sundries  5122 ,cooperative,1934
centauro srl,"via agostino bertani 2, milano, 20154, milano, italy",it11258310157,h-it0042957966,"finance, insurance, and real estate",subdivider/developer  6552 ,corporation,1994
tesya spa,"via padana superiore 19, vimodrone, 20055, milano, italy",it00156280026,h-it0009265147,"finance, insurance, and real estate",holding company  6719 ,corporation,1952
alpiq energia italia spa,"via marostica 1, milano, 20146, milano, italy",it12930940155,h-it0072874368,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,1999
alpiq italia srl,"via marostica 1, milano, 20146, milano, italy",it13264630156,h-it0074441337,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,2000
impresa pizzarotti & c spa,"via madre anna maria adorni 1, parma, 43121, parma, italy",it00533290342,h-it0008738297,construction,operative builders  1531 ,corporation,1910
autotorino spa,"via stazione 4, cosio valtellino, 23013, sondrio, italy",it10024610155,h-it0064668533,retail trade,ret new/used automobiles  5511 ,corporation,1990
philip morris manufacturing & technology bologna spa,"via giacomo venturi 1-2, valsamoggia, 40053, bologna, italy",it00737070151,h-it0009644059,manufacturing,mfg chewing/smoking tobacco  2131 ,corporation,1962
sanofi srl,"viale luigi bodio 37/b, milano, 20158, milano, italy",it00832400154,h-it0055781381,manufacturing,mfg pharmaceutical preparations  2834 ,corporation,1938
leasys spa,"corso orbassano 367, torino, 10137, torino, italy",it06714021000,h-it0058324453,services,passenger car rental  7514 ,corporation,2000
unilever italia mkt operations srl,"via paolo di dono 3/a, roma, 00142, roma, italy",it06397510964,h-it0002837900,wholesale trade,whol non durable goods  5199 ,corporation,1996
decathlon italia srl,"via lavoratori autobianchi 1, desio, 20832, monza e brianza, italy",it11005760159,h-it0069732612,retail trade,ret sporting goods/bicycles  5941 ,corporation,1991
hb trading spa,"piazza giuseppe garibaldi 4, sarzana, 19038, la spezia, italy",it06076100962,h-it0003003698,"transportation, communications, electric, gas, and sanitary services",natural gas distribution  4924 ,corporation,2008
eurospin lazio spa,"via francesco baracca 2/4 6, aprilia, 04011, latina, italy",it04766841003,h-it0071511059,retail trade,ret groceries  5411 ,corporation,1994
megamark srl,"strada provinciale 130 andria-trani, trani, 76125, barletta andria trani, italy",it02969690615,h-it0003441288,wholesale trade,whol non durable goods  5199 ,corporation,2003
acciaierie venete spa,"riviera francia 9/11, padova, 35127, padova, italy",it00224180281,h-it0050478427,manufacturing,blast furnace-steel works  3312 ,corporation,1963
parsid spa,"riviera francia 9/11, padova, 35127, padova, italy",it04125140287,h-it0002860651,"finance, insurance, and real estate",holding company  6719 ,corporation,2006
cnh industrial nv,"lungostura lazio 3a, torino, 10100, torino, italy",it10992060011,h-it0039145182,"finance, insurance, and real estate",holding company  6719 ,foreign company,2013
nestle' italiana spa,"via del mulino 6, assago, 20057, milano, italy",it00777280157,h-it0009745254,manufacturing,mfg food preparations  2099 ,corporation,1913
granarolo spa,"via cadriano 27/2, bologna, 40127, bologna, italy",it04119190371,h-it0069012415,manufacturing,mfg fluid milk  2026 ,corporation,1988
fideuram intesa sanpaolo private banking spa,"piazzale giulio douhet 31, roma, 00143, roma, italy",it00714540150,h-it0009534156,"finance, insurance, and real estate",national commercial bank  6021 ,corporation,1949
cln coils lamiere nastri spa,"corso susa 13/15, caselette, 10040, torino, italy",it00521230011,h-it0009378731,manufacturing,blast furnace-steel works  3312 ,corporation,1967
ferfina spa,"via salaria 1039, roma, 00138, roma, italy",it00889761003,h-it0061854905,"finance, insurance, and real estate",holding company  6719 ,corporation,1932
finanziaria dei dogi srl,"via salaria 1039, roma, 00138, roma, italy",it12018811005,h-it0006665942,"finance, insurance, and real estate",holding company  6719 ,corporation,2012
engineering - ingegneria informatica spa,"piazzale dell'agricoltura 24, roma, 00144, roma, italy",it05724831002,h-it0018199887,services,custom computer programming  7371 ,corporation,1980
granlatte soc coop agricola a rl,"via cadriano 36, bologna, 40127, bologna, italy",it00326280377,h-it0022450319,"agriculture, forestry, and fishing",animal specialties farm  0279 ,corporation,1957
eon energia spa,"via dell'unione 1, milano, 20122, milano, italy",it03429130234,h-it0007817320,"transportation, communications, electric, gas, and sanitary services",natural gas distribution  4924 ,corporation,2004
metro italia cash and carry spa,"via xxv aprile 23, san donato milanese, 20097, milano, italy",it02827030962,h-it0001757369,wholesale trade,whol non durable goods  5199 ,corporation,1972
grimaldi euromed spa,"via marchese campodisola 13, napoli, 80133, napoli, italy",it00278730825,h-it0013250906,"transportation, communications, electric, gas, and sanitary services",water freight transportation  4449 ,corporation,1973
procter & gamble holding srl,"viale giorgio ribotta 11, roma, 00144, roma, italy",it05269321005,h-it0075114402,services,business services  7389 ,corporation,1956
cassa di compensazione e garanzia spa,"via tomacelli 146, roma, 00186, roma, italy",it04289511000,h-it0070718237,"finance, insurance, and real estate",misc business credit institutions  6159 ,corporation,1992
tech data italia srl,"viale leone tolstoj 65, san giuliano milanese, 20098, milano, italy",it07092780159,h-it0014480646,manufacturing,misc publishing  2741 ,corporation,1983
waterfall italia spa,"viale giosue' carducci 48, bologna, 40125, bologna, italy",it03504331202,h-it0048609145,"finance, insurance, and real estate",holding company  6719 ,corporation,2015
id 4 italia srl,"viale giosue' carducci 48, bologna, 40125, bologna, italy",it03422531206,h-it0044257554,"finance, insurance, and real estate",holding company  6719 ,corporation,2014
alperia trading srl,"via dodiciville 8, bolzano, 39100, bolzano, italy",it03008510210,h-it0062988077,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,1999
sogefi spa,"via ciovassino 1/a, milano, 20121, milano, italy",it00607460201,h-it0014786710,"finance, insurance, and real estate",holding company  6719 ,corporation,1980
conad centro nord soc coop,"via john fitzgerald kennedy 5, campegine, 42040, reggio emilia, italy",it01751820356,h-it0011010495,wholesale trade,whol non durable goods  5199 ,corporation,1997
societa' agricola la pellegrina spa,"via valpantena 18/g, verona, 37142, verona, italy",it00642520233,h-it0010582002,"agriculture, forestry, and fishing",poultry/poultry egg farm  0259 ,corporation,1976
siderurgica investimenti srl,"via giuseppe verdi 8, bedizzole, 25081, brescia, italy",it10341650157,h-it0068457146,"finance, insurance, and real estate",holding company  6719 ,corporation,1989
zucchetti group spa,"via solferino 1, lodi, 26900, lodi, italy",it04171890157,h-it0029868157,"finance, insurance, and real estate",holding company  6719 ,corporation,1978
finde spa,"corso giovanni lanza 101, torino, 10133, torino, italy",it06633950016,h-it0071559523,"finance, insurance, and real estate",misc business credit institutions  6159 ,corporation,1994
shell italia holding spa,"viale thomas alva edison 110, sesto san giovanni, 20099, milano, italy",it03525340968,h-it0073889660,"finance, insurance, and real estate",holding company  6719 ,corporation,2002
marseglia group spa,"via baione 200, monopoli, 70043, bari, italy",it01469610743,h-it0028047338,"finance, insurance, and real estate",holding company  6719 ,corporation,1990
bricoman italia srl,"via guglielmo marconi 24, rozzano, 20089, milano, italy",it05602670969,h-it0075874768,retail trade,ret hardware  5251 ,corporation,2007
centurion newco spa,"viale bianca maria 25, milano, 20122, milano, italy",it11220360967,h-it0366646049,"finance, insurance, and real estate",holding company  6719 ,corporation,2020
egea commerciale,"corso nino bixio 8, alba, 12051, cuneo, italy",it02439760162,h-it0072771879,"transportation, communications, electric, gas, and sanitary services",natural gas distribution  4924 ,corporation,1996
basell poliolefine italia srl,"piazzale guido donegani 12, ferrara, 44122, ferrara, italy",it11531310156,h-it0072235470,manufacturing,mfg plastic materials/resins  2821 ,corporation,1995
luxottica srl,"frazione valcozzena 10, agordo, 32021, belluno, italy",it00064820251,h-it0011912154,manufacturing,mfg ophthalmic goods  3851 ,corporation,1961
fater spa,"via mare adriatico 122, spoltore, 65010, pescara, italy",it01282360682,h-it0029562732,manufacturing,mfg sanitary paper products  2676 ,corporation,1990
ut communications spa,"via monte napoleone 8, milano, 20121, milano, italy",it11196950155,h-it0016973011,"finance, insurance, and real estate",holding company  6719 ,corporation,1994
ali' spa,"via olanda 2, padova, 35127, padova, italy",it00348980285,h-it0012582263,retail trade,ret groceries  5411 ,corporation,1973
lukoil italia srl,"via leonida bissolati 20, roma, 00187, roma, italy",it10246551005,h-it0014221233,wholesale trade,whol petroleum products  5172 ,corporation,2008
bitron industrie spa,"strada del portone 95, grugliasco, 10095, torino, italy",it06531680012,h-it0074677802,"finance, insurance, and real estate",holding company  6719 ,corporation,1993
ali' group srl,"via olanda 2, padova, 35127, padova, italy",it04117820284,h-it0015617815,"finance, insurance, and real estate",holding company  6719 ,corporation,2006
epta spa,"via mecenate 86, milano, 20138, milano, italy",it04160730968,h-it0074413902,manufacturing,mfg refrigeration/heating equipment  3585 ,corporation,2003
epta hdp spa,"via mecenate 86, milano, 20138, milano, italy",it10119950961,h-it0058458778,"finance, insurance, and real estate",holding company  6719 ,corporation,2017
postepay spa,"viale europa 190, roma, 00144, roma, italy",it06874351007,h-it0072352515,"finance, insurance, and real estate",national commercial bank  6021 ,corporation,2001
pini holding srl,"via ruggero boscovich 27, milano, 20124, milano, italy",it10246890965,h-it0059847948,"finance, insurance, and real estate",holding company  6719 ,corporation,2018
itinera spa,"strada statale per alessandria 6/a, tortona, 15057, alessandria, italy",it01668980061,h-it0030078768,construction,highway/street construction  1611 ,corporation,1995
acciaierie valbruna spa,"viale della scienza 25, vicenza, 36100, vicenza, italy",it02866820240,h-it0070992320,manufacturing,blast furnace-steel works  3312 ,corporation,1925
penny market srl,"strada provinciale 11 padana superiore 2/b, cernusco sul naviglio, 20063, milano, italy",it12619750156,h-it0001705946,retail trade,ret groceries  5411 ,corporation,1997
valentino spa,"viale dei lanifici 1, valdagno, 36078, vicenza, italy",it05412951005,h-it0073453986,services,business services  7389 ,corporation,1997
dana graziano srl,"via cumiana 14, rivoli, 10098, torino, italy",it06699750011,h-it0075060949,manufacturing,mfg power transmission equipment  3568 ,corporation,1989
iris mobili srl,"via carlo poma 11, pomezia, 00071, roma, italy",it06888411003,h-it0074100025,retail trade,ret furniture  5712 ,corporation,2002
padana tubi e profilati acciaio spa,"via portamurata 8/a, guastalla, 42016, reggio emilia, italy",it00323370353,h-it0010857044,manufacturing,mfg steel pipe/tubes  3317 ,corporation,1975
adler plastic spa,"via mozzoni localita' s.domenico, ottaviano, 80044, napoli, italy",it01280381219,h-it0012438634,manufacturing,mfg plastic products  3089 ,corporation,1980
cofco international italy srl,"piazza john fitzgerald kennedy 3, ravenna, 48121, ravenna, italy",it08076171001,h-it0074142240,wholesale trade,whol grain/field beans  5153 ,corporation,2004
diasorin spa,"via crescentino, saluggia, 13040, vercelli, italy",it13144290155,h-it0074334530,"finance, insurance, and real estate",holding company  6719 ,corporation,1996
tca trattamenti ceneri auroargentifere spa,"localita' castelluccio 11, capolona, 52010, arezzo, italy",it00279290514,h-it0028132408,manufacturing,primary nonferrous metal producer  3339 ,corporation,1977
groupama assicurazioni spa,"viale cesare pavese 385, roma, 00144, roma, italy",it00885741009,h-it0070694672,"finance, insurance, and real estate",insurance carrier  6399 ,corporation,1929
electrolux italia spa,"corso lino zanussi 24, porcia, 33080, porde , italy",it00065130932,h-it0008016585,manufacturing,mfg electric housewares/fans  3634 ,corporation,1916
societa' di partecipazione tra lavoratori spa,"via ubaldo poli 4, zola predosa, 40069, bologna, italy",it00592240378,h-it0036360678,"finance, insurance, and real estate",holding company  6719 ,corporation,1938
dimar spa,"via cuneo 34, cherasco, 12062, cuneo, italy",it00294760046,h-it0014501481,wholesale trade,whol non durable goods  5199 ,corporation,1973
tnt global express srl,"corso giulio cesare 268, torino, 10154, torino, italy",it09399880153,h-it0061951439,"transportation, communications, electric, gas, and sanitary services",courier service  4215 ,corporation,1981
unico la farmacia dei farmacisti spa,"via garbagnate 63, lainate, 20045, milano, italy",it02217430343,h-it0003745546,wholesale trade,whol drugs/sundries  5122 ,corporation,1945
engycalor energia calore srl,"via aurelia 915, roma, 00165, roma, italy",it00991041005,h-it0016265335,wholesale trade,whol petroleum products  5172 ,corporation,1966
comet spa,"via michelino 105, bologna, 40127, bologna, italy",it02108091204,h-it0066647894,wholesale trade,whol appliances/tv/radio  5064 ,corporation,1968
comet holding spa,"via michelino 105, bologna, 40127, bologna, italy",it02406221206,h-it0002419203,"finance, insurance, and real estate",holding company  6719 ,corporation,2003
unione farmaceutica novarese,"corso vercelli 120/c, novara, 28100, novara, italy",it00110250032,h-it0000430994,"finance, insurance, and real estate",holding company  6719 ,corporation,1945
ferragamo finanziaria spa,"via dei tornabuoni 2, firenze, 50123, firenze, italy",it04161460482,h-it0008928983,"finance, insurance, and real estate",holding company  6719 ,corporation,1989
ge avio srl,"via i maggio 99, rivalta di torino, 10040, torino, italy",it10898340012,h-it0037227971,manufacturing,mfg aircraft  3721 ,corporation,2013
alrescha investimenti srl,"corso europa 2, milano, 20122, milano, italy",it06684430967,h-it0021827443,"finance, insurance, and real estate",holding company  6719 ,corporation,2009
same deutz fahr italia spa,"viale francesco cassani 15, treviglio, 24047, bergamo, italy",it00778780163,h-it0010071229,manufacturing,mfg farm machinery/equipment  3523 ,corporation,1978
agora' network soc consrl,"via giovanni battista pergolesi 25, milano, 20124, milano, italy",it13211090157,h-it0067273181,wholesale trade,whol non durable goods  5199 ,corporation,2000
erg spa,"via de marini 1, genova, 16149, genova, italy",it10122410151,h-it0075600137,"finance, insurance, and real estate",holding company  6719 ,corporation,1938
erg power generation spa,"via de marini 1, genova, 16149, genova, italy",it01440590899,h-it0072354003,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,2003
san quirico spa,"via martin piaggio 17/4, genova, 16122, genova, italy",it04469810966,h-it0007816189,"finance, insurance, and real estate",holding company  6719 ,corporation,2004
unes maxi spa,"viale delle industrie snc, vimodrone, 20055, milano, italy",it07515280159,h-it0070625298,retail trade,ret groceries  5411 ,corporation,1984
iperal supermercati spa,"via bolladore 64, sondalo, 23035, sondrio, italy",it11023300962,h-it0217081009,retail trade,ret groceries  5411 ,corporation,2019
rosenbauer international ag,"via dei campi della rienza 30, brunico, 39031, bolzano, italy",it02746610217,h-it0018652387,wholesale trade,whol auto parts/supplies  5013 ,foreign company,1956
turytes spa,"galleria camillo benso conte di cavour 4, bologna, 40124, bologna, italy",it03704150378,h-it0071579257,"finance, insurance, and real estate",holding company  6719 ,corporation,1987
alliancebernstein luxembourg sa' rl,"piazza iv novembre 7, milano, 20124, milano, italy",it11162050964,h-it0291923964,"finance, insurance, and real estate",misc business credit institutions  6159 ,foreign company,2020
denso thermal systespa,"frazione masio 24, poirino, 10046, torino, italy",it13391870154,h-it0068400934,manufacturing,mfg refrigeration/heating equipment  3585 ,corporation,2001
nova coop soc coop,"via nelson mandela 4, vercelli, 13100, vercelli, italy",it01314250034,h-it0055387381,retail trade,ret groceries  5411 ,corporation,1989
green network spa,"via giulio vincenzo bona 101, roma, 00156, roma, italy",it07451521004,h-it0074280767,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,2003
amazon italia transport srl,"viale monte grappa 3/5, milano, 20124, milano, italy",it09598330968,h-it0051956802,"transportation, communications, electric, gas, and sanitary services",transportation services  4789 ,corporation,2016
findomestic banca spa,"via jacopo da diacceto 48, firenze, 50123, firenze, italy",it03562770481,h-it0014969920,"finance, insurance, and real estate",misc business credit institutions  6159 ,corporation,1984
prenatal retail group spa ovvero in abbreviato pnt retail gr oup spa o prg spa,"via delle primule 5, cogliate, 20815, monza e brianza, italy",it11943650157,h-it0000836494,retail trade,ret hobbies/toys/games  5945 ,corporation,1987
azimut - benetti spa,"via michele coppino 104, viareggio, 55049, lucca, italy",it01390230462,h-it0010257845,manufacturing,boat building/repairing  3732 ,corporation,1974
agsm aim energia spa,"lungadige galtarossa 8, verona, 37133, verona, italy",it02968430237,h-it0061888974,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,1999
fif holding spa,"via vezza d'oglio 7, milano, 20139, milano, italy",it09607210961,h-it0052284743,"finance, insurance, and real estate",holding company  6719 ,corporation,2016
coopservice societa' cooperativa per azioni,"via rochdale 5, reggio emilia, 42122, reggio emilia, italy",it00310180351,h-it0059947489,services,building maintenance services  7349 ,corporation,1975
servizi energia italia spa,"via martiri di cefalonia 67, san donato milanese, 20097, milano, italy",it03843480272,h-it0002212226,services,engineering services  8711 ,corporation,2008
bonfi srl,"galleria guglielmo marconi 1, bologna, 40122, bologna, italy",it03612091201,h-it0054930944,"finance, insurance, and real estate",holding company  6719 ,corporation,2017
bonfiglioli spa,"via clementino bonfiglioli 1, calderara di reno, 40012, bologna, italy",it00500551205,h-it0035479205,"finance, insurance, and real estate",holding company  6719 ,corporation,1967
elecnor sa,"via giuseppe verdi 6, san pietro mosezzo, 28060, novara, italy",it07111850967,h-it0007067275,services,repair services  7699 ,foreign company,2010
rialto spa,"via gian carlo clerici 342, bresso, 20091, milano, italy",it05849840151,h-it0068420188,retail trade,ret groceries  5411 ,corporation,1980
industries spa,"via venezia 1, trebaseleghe, 35010, padova, italy",it04804070961,h-it0074590448,retail trade,ret family clothing  5651 ,corporation,1975
riva azzurra spa,"via pantano 28, milano, 20122, milano, italy",it09677100969,h-it0041217519,retail trade,ret groceries  5411 ,corporation,1979
casillo commodities italia spa,"via antonio sant'elia zona industriale snc, corato, 70033, bari, italy",it04454620727,h-it0002240947,wholesale trade,whol grain/field beans  5153 ,corporation,1993
ludoil energy spa,"via taranto 40, nola, 80035, napoli, italy",it07104471219,h-it0018316182,"finance, insurance, and real estate",holding company  6719 ,corporation,2012
supermercati tosano cerea srl,"via palesella 1, cerea, 37053, verona, italy",it01286680234,h-it0029146542,retail trade,ret groceries  5411 ,corporation,1980
skf industrie spa,"via pinerolo 44, airasca, 10060, torino, italy",it02663880017,h-it0011941758,manufacturing,mfg power transmission equipment  3568 ,corporation,1980
hp italy srl,"via carlo donat cattin 5, cernusco sul naviglio, 20063, milano, italy",it08954150960,h-it0044646682,wholesale trade,whol computers/peripherals  5045 ,corporation,1964
gottardo spa,"galleria spagna 9, padova, 35127, padova, italy",it02466210289,h-it0068290586,retail trade,ret misc merchandise  5999 ,corporation,1991
maior srl,"galleria spagna 9, padova, 35127, padova, italy",it01350310288,h-it0040460681,"finance, insurance, and real estate",holding company  6719 ,corporation,1987
policlinico san donato spa,"via rodolfo morandi 30, san donato milanese, 20097, milano, italy",it05853360153,h-it0008911185,services,general hospital  8062 ,corporation,1980
vender spa,"via alfred bernhard nobel 4/a, parma, 43122, parma, italy",it02084770342,h-it0001756354,"finance, insurance, and real estate",holding company  6719 ,corporation,1999
ludoil energia srl,"via taranto 40, nola, 80035, napoli, italy",it07047491217,h-it0017380286,wholesale trade,whol petroleum products  5172 ,corporation,2011
in's mercato spa,"via istituto santa maria della pieta' 6, venezia, 30173, venezia, italy",it02896940273,h-it0071274197,retail trade,ret groceries  5411 ,corporation,1994
sorgenia power spa,"via adriano olivetti snc, termoli, 86039, campobasso, italy",it03925650966,h-it0074055054,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,2003
ald automotive italia srl,"viale luca gaurico 187, roma, 00143, roma, italy",it01924961004,h-it0038498553,services,passenger car rental  7514 ,corporation,1987
alliance healthcare italia spa,"via moggia 75/a, lavagna, 16033, genova, italy",it05249181008,h-it0069484236,"finance, insurance, and real estate",holding company  6719 ,corporation,1986
estra energie srl,"via ugo panziera 16, prato, 59100, prato, italy",it01219980529,h-it0002558351,"transportation, communications, electric, gas, and sanitary services",natural gas distribution  4924 ,corporation,2007
fibercop spa,"via gaetano negri 1, milano, 20123, milano, italy",it11459900962,h-it0588755479,"transportation, communications, electric, gas, and sanitary services",telephone communications  4813 ,corporation,2020
d & g srl,"via carlo goldoni 10, milano, 20129, milano, italy",it09297840150,h-it0042004292,services,business services  7389 ,corporation,1988
dolce & gabbana holding srl,"via carlo goldoni 10, milano, 20129, milano, italy",it05948660963,h-it0014652935,"finance, insurance, and real estate",holding company  6719 ,corporation,2007
ccs jv scarl,"via milano 10, san donato milanese, 20097, milano, italy",it10828520964,h-it0066891477,services,engineering services  8711 ,corporation,2019
vandemoortele europe nv,"via fiorenzo semini 12, genova, 16163, genova, italy",it02644480994,h-it0289923537,wholesale trade,whol groceries  5149 ,foreign company,2019
pastificio rana spa,"via antonio pacinotti 25, san giovanni lupatoto, 37057, verona, italy",it01397480235,h-it0015232751,manufacturing,mfg macaroni/spaghetti  2098 ,corporation,1962
coim spa - chimica organica industriale milanese,"via delle azalee 19, buccinasco, 20090, milano, italy",it00798810156,h-it0010010882,manufacturing,mfg plastic materials/resins  2821 ,corporation,1966
astaris spa,"via giulio vincenzo bona 65, roma, 00156, roma, italy",it00880281001,h-it0009236252,construction,heavy construction  1629 ,corporation,1950
tirreno power spa,"stradone vigliena 39, napoli, 80146, napoli, italy",it07242841000,h-it0074299816,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,1999
eurospin tirrenica spa,"via della chiocana 3, magione, 06063, perugia, italy",it02049850544,h-it0072309458,retail trade,ret groceries  5411 ,corporation,1994
angelini pharma italia aziende chimiche riunite angelini francesco acraf spa,"viale amelia 70, roma, 00181, roma, italy",it01258691003,h-it0011938420,manufacturing,mfg pharmaceutical preparations  2834 ,corporation,1980
electrade spa,"via aristide nonis 68/a, marostica, 36063, vicenza, italy",it03294530245,h-it0007956770,"transportation, communications, electric, gas, and sanitary services",electric services  4911 ,corporation,2006
cereal docks spa,"via dell'innovazione 1, camisano vicentino, 36043, vicenza, italy",it02218040240,h-it0075736667,manufacturing,mfg edible fats/oils  2079 ,corporation,1991
telecom italia sparkle spa,"via di macchia palocco 223, roma, 00125, roma, italy",it05305181009,h-it0073451940,"transportation, communications, electric, gas, and sanitary services",telephone communications  4813 ,corporation,1933
agos-ducato spa,"viale fulvio testi 280, milano, 20126, milano, italy",it08570720154,h-it0037639927,"finance, insurance, and real estate",misc business credit institutions  6159 ,corporation,1986
fercam holding srl,"via marie curie 2, bolzano, 39100, bolzano, italy",it02937940217,h-it0053646924,"finance, insurance, and real estate",holding company  6719 ,corporation,2016
prexta spa in forma abbreviata prexta spa,"palazzo meucci via francesco sforza, basiglio, 20079, milano, italy",it07551781003,h-it0074379046,"finance, insurance, and real estate",misc business credit institutions  6159 ,corporation,2003
marelli europe spa,"viale aldo borletti 61/63, corbetta, 20011, milano, italy",it08082990014,h-it0050813986,manufacturing,mfg engine electrical equipment  3694 ,corporation,1919
coca-cola hbc italia srl,"piazza indro montanelli 30, sesto san giovanni, 20099, milano, italy",it12363410155,h-it0009387420,manufacturing,mfg bottled/canned soft drinks  2086 ,corporation,1998
sonepar italia spa,"riviera maestri del lavoro 24, padova, 35127, padova, italy",it00825330285,h-it0010621318,wholesale trade,whol furniture  5021 ,corporation,1978
merck serono spa,"via casilina 125, roma, 00176, roma, italy",it00880701008,h-it0011101210,manufacturing,mfg pharmaceutical preparations  2834 ,corporation,1906
lottomatica spa,"via degli aldobrandeschi 300, roma, 00163, roma, italy",it13917321005,h-it0051529211,"finance, insurance, and real estate",holding company  6719 ,corporation,2016
fratelli arena srl,"contrada milocca snc, assoro, 94010, enna, italy",it00097560866,h-it0033650578,retail trade,ret groceries  5411 ,corporation,1976
yoox net-a-porter group spa,"via nerio nannetti 1, zola predosa, 40069, bologna, italy",it02050461207,h-it0075554402,retail trade,ret mail-order house  5961 ,corporation,2000
almaviva - the italian innovation company spa,"via di casal boccone 188/190, roma, 00137, roma, italy",it08450891000,h-it0007704623,services,custom computer programming  7371 ,corporation,2005
almaviva technologies srl,"piazza dei santi apostoli 66, roma, 00187, roma, italy",it04819331002,h-it0012248274,"finance, insurance, and real estate",holding company  6719 ,corporation,1994
